Construction Year,Building / Identifying Name,Address,Torn Down / Destroyed,Status / Outcome,Construction Date Text,Architect,Source Class,Source As Of,Source URL,Notes,Confidence
1882,James A. Sexton School,160 W Wendell St,,Current City individual-landmark record (2026); no loss year identified in source,1882,Unknown,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/07/1978,High
1882,Montauk Building,115 W Monroe St,1902,Demolished,1882,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,High
1882,Palliser's Cottage Home No. 35,2314 W 111th Pl,,Current City individual-landmark record (2026); no loss year identified in source,1882,"Palliser, Palliser & Co.",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 02/16/2000,High
1883,All Saints Church and Rectory,4550 N Hermitage Av,,Current City individual-landmark record (2026); no loss year identified in source,1883,John C. Cochrane,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/27/1982,High
1883,Kaufmann Store and Flats,2312-14 N Lincoln Av (S Half:1883;North Half:1887),,Current City individual-landmark record (2026); no loss year identified in source,1883,Adler & Sullivan,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 04/16/1996,High
1883,Samuel M. Nickerson House,40 E Erie St,,Current City individual-landmark record (2026); no loss year identified in source,1883,Burling & Whitehouse,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 09/28/1977,High
1883,Sydney A. Kent House,2944 S Michigan Av,,Current City individual-landmark record (2026); no loss year identified in source,1883,Burnham and Root,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/18/1987,High
1884,Augustus Warner House,1337 N. Dearborn Street,,Current City individual-landmark record (2026); no loss year identified in source,1884,"Lawrence Gustav Hallberg, Sr.",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/11/2013,High
1884,Claremont Cottage District,1016 S Claremont Ave & 2342 W Grenshaw St,,Current City individual-landmark record (2026); no loss year identified in source,1884,Cicero Hine,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 11/20/2019,High
1884,Saint Luke Church & Academy,1500 W Belmont Ave,,Present in City energy-benchmarking inventory (latest record 2022); demolition/loss not independently established,1884,,Chicago Energy Benchmarking,2022,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted Data; Property type: Other - Education; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1884,UIC College Prep,1231 S Damen,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1884,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1885,"768 West Jackson, LLC",768 W. Jackson Blvd.,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1885,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1885,Chicago Board of Trade Building — 1885 building,LaSalle and Jackson Streets,1929,Demolished for current Board of Trade Building,1885,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,High
1885,Clinton Street Lofts,226 N Clinton Street,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1885,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1885,Cooper Dual Language Academy -CPS,1624 W 19th St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1885,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Exempt; Property type: K-12 School; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1885,Dearborn Street Station,47 W Polk St,,Current City individual-landmark record (2026); no loss year identified in source,1885,Cyrus L. W. Eidlitz,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/02/1982,High
1885,Fine Arts Building,410 S Michigan Av,,Current City individual-landmark record (2026); no loss year identified in source,1885,"Solon S. Beman, 1898 addn & remodel",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/07/1978,High
1885,Henry Gerber House,1710 N Crilly Court,,Current City individual-landmark record (2026); no loss year identified in source,1885,Unknown,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/06/2001,High
1885,Home Insurance Building,Adams and LaSalle Streets,1931,Demolished,1885,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,High
1885,John Lathrop Motley Public school,729-759 N.Ada St. 1337-1347 W. Chicago Ave,,Current City individual-landmark record (2026); no loss year identified in source,1885,John J. Flanders,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/14/2016,High
1885,Rookery Building,209 S LaSalle St,,Current City individual-landmark record (2026); no loss year identified in source,1885-88,Burnham & Root,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/05/1972,High
1885,Wood-Maxey-Boyd House,2801 S Prarie Av,,Current City individual-landmark record (2026); no loss year identified in source,1885,John C. Cochrane,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/01/2003,High
1886,Auditorium Building,430 S Michigan Av,,Current City individual-landmark record (2026); no loss year identified in source,1886-90,Adler & Sullivan,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 09/15/1976,High
1886,Blackwell-Israel Samuel A.M.E. Zion Church Building,3956 S. Langley Ave.,,Current City individual-landmark record (2026); no loss year identified in source,1886,Edbrooke & Burnham,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 05/20/2020,High
1886,Carl Sandburg House,4646 N Hermitage Av,,Current City individual-landmark record (2026); no loss year identified in source,1886,Unknown,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/04/2006,High
1886,EuroFurniture,2145 W Grand Ave,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1886,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Not Submitted; Property type: Retail Store; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1886,F. R. Schock House,5804 W Midway Park,,Current City individual-landmark record (2026); no loss year identified in source,1886,Frederick Schock,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 01/20/1999,High
1886,Greater Union Baptist Church,1956 W. Warren Boulevard,,Current City individual-landmark record (2026); no loss year identified in source,1886,William Le Baron Jenney,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 04/19/2023,High
1886,John J. Glessner House,1800 S Prairie Av,,Current City individual-landmark record (2026); no loss year identified in source,1886,Henry Hobson Richardson,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/14/1970,High
1886,Lake Street Lofts LLC,900 910 912 W Lake St & 212 N Peoria St,,Present in City energy-benchmarking inventory (latest record 2021); demolition/loss not independently established,1886,,Chicago Energy Benchmarking,2021,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Multifamily Housing; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1886,Mathilde Eliel House,4122 S Ellis Av,,Current City individual-landmark record (2026); no loss year identified in source,1886,Adler & Sullivan,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 10/02/1991,High
1886,Ransom R Cable House,25 E Erie St,,Current City individual-landmark record (2026); no loss year identified in source,1886,Cobb & Frost,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 04/11/2007,High
1886,Schoenhofen Brewery,18th St & Canalport (500W),,Current City individual-landmark record (2026); no loss year identified in source,1886,Admin Bldg: Adolph Cudell,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/13/1988,High
1886,Site of Haymarket Tragedy,"Desplaines St (650W), betw Randolph & Lake",,Historic site designation; original building is not extant or source does not establish survival,1886,,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 03/25/1992,High
1886,The Rookery Building,209 S. Lasalle,,Present in City energy-benchmarking inventory (latest record 2023); demolition/loss not independently established,1886,,Chicago Energy Benchmarking,2023,https://data.cityofchicago.org/d/xq83-jr8c,Reporting status: Submitted; Property type: Office; Year Built is owner-reported and may reflect a complete renovation for some properties.,Medium
1886,Veseman Building,444 N LaSalle St,,Current City individual-landmark record (2026); no loss year identified in source,"1886,1930","Unknown; Geo. F. Lovdall, 1930 facade, 3rd fl addn",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/12/2007,High
1887,(Former) Engine Company 42 Firehouse,228 W Illinois St,,Current City individual-landmark record (2026); no loss year identified in source,1887,Unknown,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/12/2007,High
1887,"Abraham Lincoln Monument (""Standing Lincoln"")",Lincoln Park at Dearborn Parkway,,Current City individual-landmark record (2026); no loss year identified in source,1887,"A. Saint-Gaudens,Sculptor & S. White,Architect",City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 12/12/2001,High
1887,Dexter Building,630 S Wabash Ave,1936,Demolished,1887,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,High
1887,LaSalle Street Cable Car Powerhouse,500 N LaSalle St,,Current City individual-landmark record (2026); no loss year identified in source,1887,North Chicago Street Railroad Co.,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 06/27/2001,High
1887,Marshall Field Wholesale Store,Adams Street between Quincy and Franklin,1930,Demolished,1887,,Curated lost Chicago,,https://www.encyclopedia.chicagohistory.org/,,High
1887,Schlecht House,5804 W Race Av,,Current City individual-landmark record (2026); no loss year identified in source,1887,Frederick Schock,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 01/20/1999,High
1887,Yondorf Block and Hall,758 W North Av,,Current City individual-landmark record (2026); no loss year identified in source,1887,Frederick Ahlschlager,City individual landmark,2026-04-17,https://data.cityofchicago.org/d/uct4-hrvh,Designation date: 07/25/2001,High
