building_id,research_record_id,research_year,canonical_name,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,confidence,needs_review
CHI-POSTFIRE-CHI1872-024,CHI1872-024,1872,Schweizer Block,1872,1872,approximate,1872,1888,year-only,redevelopment,demolished,northeast corner Madison and LaSalle Streets; 135 LaSalle,,,,commercial block,"bank, steamship agency and offices",,,,4,,reconstruction,,Commercial rebuilding inside the fire district.,"Shown as a new 1872 streetscape building; formal Anchor Line office opening occurred January 1873, so construction completion remains approximate. Chicagology rebuilding089.",medium,true
CHI-POSTFIRE-CHI1872-044,CHI1872-044,1872,St. Charles Hotel II,1872,1872,year-only,1872,,,,demolished,15-17 Clark Street,,,,hotel,hotel,,Raggio Brothers interests,masonry,,,reconstruction,pre-fire St. Charles Hotel destroyed in 1871 fire,Permanent hotel rebuilding in the fire district.,Andreas explicitly says rebuilt in 1872 and opened by Phil Conley; later Raggio return and remodeling belong to 1878.,high,false
CHI-POSTFIRE-CHI1872-058,CHI1872-058,1872,St. Matthew's German Evangelical Lutheran Church,1872,1872,year-only,1872,,,,demolished,"block between Twentieth, Twenty-first, Hoyne and Leavitt Streets",,,,church and school,Lutheran worship and parochial school,,St. Matthew's German Evangelical Lutheran Church,brick basement with frame upper story,2,,new_construction,,Mixed brick/frame construction outside the principal fire limits; no ordinance-compliance inference.,Trustees erected the two-story church-school in 1872; later 1875 and 1882 school buildings are excluded from this phase.,high,false
CHI-POSTFIRE-CHI1872-057,CHI1872-057,1872,St. Patrick's Church,,1872,phase,1872,,,,extant-altered,,,,,church,Catholic worship,,St. Patrick's parish,masonry,,,partial_completion_and_occupancy,,Construction predated the Great Fire and site lay west of the principal burned district.,"Basement, still in course of erection at the fire, first occupied in August 1872; 1873 interior work is a separate phase.",high,true
CHI-POSTFIRE-CHI1872-081,CHI1872-081,1872,State Street Bridge Reconstruction,1871,1872,range,1872,,,,replaced,State Street crossing Chicago River,,,,movable bridge,transportation infrastructure,,City of Chicago,,,,reconstruction,State Street bridge rendered impassable in 1871 fire,Municipal infrastructure funded partly through Illinois canal-refund appropriation.,One of eight named bridges repaired immediately and completed within one year of the fire.,high,false
CHI-POSTFIRE-CHI1872-077,CHI1872-077,1872,State Street Viaduct Reconstruction,1871,1872,range,1872,,,,replaced,State Street,,,,viaduct,transportation infrastructure,,City of Chicago,,,,reconstruction,State Street viaduct rendered impassable in 1871 fire,Municipal infrastructure funded partly through Illinois canal-refund appropriation.,One of three named viaducts repaired immediately and completed within one year of the fire.,high,false
CHI-POSTFIRE-CHI1872-012,CHI1872-012,1872,Superior Block,1872,1872,approximate,1872,1911,year-only,redevelopment,demolished,75-79 Clark Street opposite Court House,,,,commercial block,banks and offices,W. W. Boyington,"Fowler, Goodell and Walters",Lake Superior brownstone; central glazed court,4,,reconstruction,,"Promoted in 1872 as fireproof, with fire plugs and hose on each hall; claim is not treated as tested performance.",Nearly complete October 5 1872; three 22.5-foot facades and a central 30-foot glazed court. Chicagology rebuilding098.,medium,true
CHI-POSTFIRE-CHI1872-006,CHI1872-006,1872,Temporary City Hall and Court House,1871,1872,exact,1872,1885,year-only,redevelopment,demolished,southeast corner Adams and LaSalle Streets,,,,government building,"city offices, courts, recorder and law library",,City of Chicago,brick masonry built around former water-tank substructure,,,reconstruction,city and county offices destroyed in 1871 fire,Hastily built permanent-looking municipal replacement within the fire district; Andreas calls it a pile of brick and mortar lacking conveniences.,"Authorized within a week of the fire, covered about 178 feet square, completed and occupied by January 1 1872, and cost about $75,000 furnished.",high,false
CHI-POSTFIRE-CHI1872-086,CHI1872-086,1872,Van Buren Street Bridge Reconstruction,1871,1872,range,1872,,,,replaced,Van Buren Street crossing South Branch,,,,movable bridge,transportation infrastructure,,City of Chicago,,,,reconstruction,Van Buren Street bridge rendered impassable in 1871 fire,Municipal infrastructure funded partly through Illinois canal-refund appropriation.,One of eight named bridges repaired immediately and completed within one year of the fire.,high,false
CHI-POSTFIRE-CHI1872-083,CHI1872-083,1872,Wells Street Bridge Reconstruction,1871,1872,range,1872,,,,replaced,Wells Street crossing Chicago River,,,,movable bridge,transportation infrastructure,,City of Chicago,,,,reconstruction,Wells Street bridge rendered impassable in 1871 fire,Municipal infrastructure funded partly through Illinois canal-refund appropriation.,One of eight named bridges repaired immediately and completed within one year of the fire.,high,false
CHI-POSTFIRE-CHI1872-079,CHI1872-079,1872,Wells Street Viaduct Reconstruction,1871,1872,range,1872,,,,replaced,Wells Street,,,,viaduct,transportation infrastructure,,City of Chicago,,,,reconstruction,Wells Street viaduct rendered impassable in 1871 fire,Municipal infrastructure funded partly through Illinois canal-refund appropriation.,One of three named viaducts repaired immediately and completed within one year of the fire.,high,false
CHI-POSTFIRE-CHI1872-026,CHI1872-026,1872,William B. Pierce Building,1872,1872,year-only,1872,1949,year-only,redevelopment,demolished,335-337 Wabash Avenue; later 512-514 South Wabash,,,,commercial building,"china, glassware, guns and cutlery retail",C. M. Palmer (unconfirmed),William B. Pierce,iron front; masonry,4,,new_construction,,Iron-front commercial construction; relationship to fire limits requires parcel review.,Contemporary June 1872 account says the building had been erected and opened; architect attribution is unconfirmed. Chicagology rebuilding107.,medium,true
CHI-POSTFIRE-CHI1872-013,CHI1872-013,1872,William Blair Building,1872,1872,exact,1872,1941,year-only,redevelopment,demolished,172-176 Lake Street between LaSalle and Fifth Avenue,,,,warehouse,hardware warehouse and salesrooms,"Burling, Adler & Co.",William Blair & Co.,St. Louis pressed brick with brownstone trim,5,,reconstruction,,Masonry mercantile construction within the rebuilt business district.,"Contemporary October 1872 notice says just completed; about 60 by 144 feet with deeper basement, steam heat and elevators. Chicagology rebuilding155.",medium,false
CHI-POSTFIRE-CHI1872-052,CHI1872-052,1872,Briggs House II,1871,1873,approximate,1873,,,,demolished,Randolph Street at Fifth Avenue,,,,hotel,hotel,,Mr. Moss,red brick with stone facings,6,,construction_phase,Briggs House destroyed in 1871 fire,Permanent hotel rebuilding on the old site; completion belongs to 1873.,"Construction began immediately after the fire and continued through 1872; opened in 1873, reported building cost about $190,000.",high,false
CHI-POSTFIRE-CHI1872-060,CHI1872-060,1872,Church of the Messiah II,1872,1873,exact,1873,,,,demolished,Michigan Avenue and Twenty-third Street,,,,church,Unitarian worship,,Church of the Messiah,masonry church,,,foundation_phase,Church of the Messiah property sold for commercial use after the fire,Foundation stone laid fall 1872; cornerstone May 13 and dedication November 16 1873.,"Recorded as a foundation phase only; cost about $90,000 and seating about 800 upon completion.",high,false
CHI-POSTFIRE-CHI1872-061,CHI1872-061,1872,First Universalist Church II,1872,1873,year-only,1873,,,,demolished,Michigan Avenue between Sixteenth and Eighteenth Streets,,,,church,Universalist worship,,First Universalist Church,solid stone; modern Gothic,,,construction_start,First Universalist Church at Van Buren and Wabash lost in 1871 fire,Stone replacement farther south; direct ordinance evidence not located.,Construction began in 1872 and completed summer 1873; incomplete spire should not be counted as later separate building.,high,false
CHI-POSTFIRE-CHI1872-054,CHI1872-054,1872,Grace Methodist Episcopal Church,1872,1873,exact,1873,,,,demolished,LaSalle Avenue and Locust Street,,,,church,Methodist worship,,Grace Methodist Episcopal Church,Gothic masonry,,,construction_start,Grace Church destroyed in 1871 fire,Permanent replacement after a temporary post-fire chapel.,"Rebuilding began about mid-1872 and dedication occurred May 4 1873; reported total cost including lot and organ about $100,000.",high,false
CHI-POSTFIRE-CHI1872-050,CHI1872-050,1872,Grand Pacific Hotel II,1871,1873,year-only,1873,,,,demolished,"block bounded Jackson, Quincy, LaSalle and Clark Streets",,,,hotel,hotel,W. W. Boyington; John A. Rice operational guidance,Pacific Hotel Company,masonry,6,,construction_phase,Grand Pacific Hotel I destroyed in 1871 fire,Urgent post-fire reconstruction began before plans were complete; completion belongs to 1873.,Andreas includes the $1 million project among the major first-year starts; not counted as completed in 1872.,high,false
CHI-POSTFIRE-CHI1872-047,CHI1872-047,1872,Lake Shore and Michigan Southern / Chicago Rock Island Passenger Depot,1871,1873,year-only,1873,1901,year-only,redevelopment,demolished,southwest corner LaSalle and Van Buren Streets; head of LaSalle Street,,,,railroad station,joint passenger depot,W. W. Boyington,Lake Shore & Michigan Southern Railway; Chicago Rock Island & Pacific Railroad,white stone; masonry,3,,construction_phase,joint depot destroyed in 1871 fire,Large stone public-transport reconstruction in the post-fire city.,Andreas lists the depot among first-year projects; an August 1872 contemporary notice records the third story rising. Completion belongs to 1873. Chicagology rebuilding035.,high,false
CHI-POSTFIRE-CHI1872-048,CHI1872-048,1872,Lakeside Building,1871,1873,year-only,1873,1926,year-only,redevelopment,demolished,southwest corner Clark and Adams Streets,,,,publishing building,"printing, publishing and offices",Cass Chapman,Lakeside Publishing and Printing Company,Cleveland sandstone; Gothic Revival,6,,construction_phase,nearly completed pre-fire Lakeside Building destroyed in 1871 fire,Rebuilt with an explicit fire-resistant objective; completion belongs to 1873.,"Active rebuilding documented throughout 1872 after more than $100,000 pre-fire work was lost; Chicagology rebuilding010 transcribes contemporary notices.",high,false
CHI-POSTFIRE-CHI1872-049,CHI1872-049,1872,Palmer House II,1871,1873,year-only,1873,,,,demolished,State Street from Monroe toward Quincy and Wabash Avenue,,,,hotel,hotel,John M. Van Osdel,Potter Palmer,masonry hotel; foundations survived the fire,6,,construction_phase,Palmer House I destroyed in 1871 fire,"A leading attempt at fire-resistant hotel construction; contemporary 'entirely fireproof' language is recorded as aspiration, not verified performance.",Major construction continued through 1872; opening belongs to late 1873. Do not count as a 1872 completion.,high,false
CHI-POSTFIRE-CHI1872-051,CHI1872-051,1872,Sherman House III,1871,1873,year-only,1873,1910,approximate,redevelopment,demolished,northwest corner Clark and Randolph Streets,,,,hotel,hotel,William W. Boyington; Charles W. Cregar,Francis C. Sherman interests,stone-front masonry,7,,construction_phase,Sherman House II destroyed in 1871 fire,Major hotel reconstruction in the burned district; completion belongs to 1873.,"Andreas lists the $650,000 Sherman House among first-year projects but its opening was May 1 1873. Chicagology rebuilding004 has a conflicting 1872 life-span label; event dating follows Andreas.",high,false
CHI-POSTFIRE-CHI1872-063,CHI1872-063,1872,St. Michael's Church Reconstruction,1871,1873,year-only,1873,,,,extant-altered,North Side church lot,,,,church,Catholic worship,,St. Michael's parish,repaired masonry church,,,reconstruction_phase,St. Michael's Church destroyed in 1871 fire,Major repair of fire-damaged church; direct code evidence not located.,"Church repair was rapidly pushed at reported cost $40,000 while temporary worship continued; ready for occupancy fall 1873. Exact 1872 work fraction unknown.",high,true
CHI-POSTFIRE-CHI1872-053,CHI1872-053,1872,Tremont House IV,1871,1873,year-only,1873,,,,demolished,Lake and Dearborn Streets,,,,hotel,hotel,John M. Van Osdel,Couch estate,Amherst sandstone front,6,,construction_phase,Tremont House III destroyed in 1871 fire,Major stone-front hotel replacement; completion belongs to 1873.,"Contractor biography says a partnership dissolved after finishing Tremont work in 1872, but hotel chronology gives 1873 completion/opening; treated as 1872 construction phase only.",medium,true
